id,annotator_id,sentence,label,timestamp,created_at,annotator_name
415,cc7b937d-459e-416b-8fe9-05143627253d,"To blame someone else because you feel angry, offended or upset shows an abandonment of responsibility and an utter lack of emotional and spiritual maturity.","{""None"":true,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:25:55.65006+00,2025-06-17 00:25:55.671704+00,Session3
416,cc7b937d-459e-416b-8fe9-05143627253d,Good... as my high school office practice teacher used to say in my old high school here in Thunder Bay...,"{""None"":true,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:25:59.049228+00,2025-06-17 00:25:59.076574+00,Session3
417,cc7b937d-459e-416b-8fe9-05143627253d,Only hours after the announcement of the abdication there were demonstrations across the country demanding a referendum on whether Spain should become a republic.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:26:06.479452+00,2025-06-17 00:26:06.495376+00,Session3
418,cc7b937d-459e-416b-8fe9-05143627253d,"Yes Israel does have a right to defend itself, but this defense must be appropriate and logical, this seems like a desired means to an end for Israel.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":true,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:26:11.147546+00,2025-06-17 00:26:11.166063+00,Session3
419,cc7b937d-459e-416b-8fe9-05143627253d,"According to the Globe & Mail's little survey on this subject, 70% of this site's readers agree with you, as do I, Jeffrey.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:26:16.804791+00,2025-06-17 00:26:16.825066+00,Session3
420,cc7b937d-459e-416b-8fe9-05143627253d,"The Supreme Court decision has the potential to move back this frenzied rush to development and encourage creative, long term and possibly more sustainable solutions.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":true}",2025-06-17 00:26:36.420705+00,2025-06-17 00:26:36.44064+00,Session3
421,cc7b937d-459e-416b-8fe9-05143627253d,"The bystanders finally stood up, en masse, to the bullies: Tens of thousands of people in Karachi, men and women, came out to the public square Monday to denounce the Taliban and support Malala Yousafzai.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":true,""Political_Policies"":false}",2025-06-17 00:27:12.772246+00,2025-06-17 00:27:12.788919+00,Session3
422,cc7b937d-459e-416b-8fe9-05143627253d,"I think the answer for the courts is to direct orders requiring police action to the province's solicitor-general, who commands the police in the province, and hold him personally liable for contempt of court if the order is not obeyed.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":true,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:27:20.116318+00,2025-06-17 00:27:20.131347+00,Session3
423,cc7b937d-459e-416b-8fe9-05143627253d,"The March telephone survey by L?ger Marketing found 82 per cent of Canadians favoured the policy somewhat or strongly, with just 15 per cent opposed.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:27:33.606873+00,2025-06-17 00:27:33.621424+00,Session3
424,cc7b937d-459e-416b-8fe9-05143627253d,"My house price has increased from 5 times median earned income in 1969 and 1990, the last two times it was sold, to 11 times today.","{""None"":false,""Economic"":true,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:27:37.717018+00,2025-06-17 00:27:37.729944+00,Session3
425,cc7b937d-459e-416b-8fe9-05143627253d,"We should not discriminate, but we also should stop sugar coating the problem and have a national, frank and open dialog about this epidemic.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":true,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":true,""Political_Policies"":false}",2025-06-17 00:27:44.853382+00,2025-06-17 00:27:44.861954+00,Session3
426,cc7b937d-459e-416b-8fe9-05143627253d,"And now here's Lawrence Martin to remind us that the Alberta oil patch is Canada's entire economy, and that we all have no choice but to eventually wake up and see it that way.","{""None"":false,""Economic"":true,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:27:51.075089+00,2025-06-17 00:27:51.085016+00,Session3
427,cc7b937d-459e-416b-8fe9-05143627253d,"'Hydro-Quebec, the government-owned utility, has a contract to buy power from Newfoundland at a fixed price until 2016, and then a lower price still for 25 years thereafter.","{""None"":false,""Economic"":true,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:27:56.347225+00,2025-06-17 00:27:56.363056+00,Session3
428,cc7b937d-459e-416b-8fe9-05143627253d,"The people of BC have a peculiar attachment to the natural world, at least apparently by the standards of most folk east of the Rockies.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":true,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:28:02.434317+00,2025-06-17 00:28:02.440563+00,Session3
429,cc7b937d-459e-416b-8fe9-05143627253d,"''The second group are the street gangs that infest many of our cities and neighborhoods, whose main source of income is the sale of illegal drugs.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":true,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:28:07.783783+00,2025-06-17 00:28:07.786539+00,Session3
430,cc7b937d-459e-416b-8fe9-05143627253d,"Before Castro, no literary work critical of American meddling in South and Central America could get published, and strongman rule was the order of the day.","{""None"":true,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:28:30.022824+00,2025-06-17 00:28:30.034734+00,Session3
431,cc7b937d-459e-416b-8fe9-05143627253d,It's part of Canadian culture to criticize the rest of the world for not living up to similar values while pretending Canada does and blaming Harper when evidence is irrefutable that myth and reality clash.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":true,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:29:23.034222+00,2025-06-17 00:29:23.039827+00,Session3
432,cc7b937d-459e-416b-8fe9-05143627253d,"The big laugher is Steve goes there hat in hand and comes away with a few billion, less than his last visit.","{""None"":false,""Economic"":true,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:29:39.910029+00,2025-06-17 00:29:39.916307+00,Session3
433,cc7b937d-459e-416b-8fe9-05143627253d,"I also encourage the Liberal government to allow this process to unfold in a reasonable, judicious amount of time.As Ontario's former minister responsible for democratic renewal, I have first-hand insight into the delicacy and complexity of this issue.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":true}",2025-06-17 00:29:48.050765+00,2025-06-17 00:29:48.054451+00,Session3
434,cc7b937d-459e-416b-8fe9-05143627253d,"But it is nowhere near time to give up on these sports.Boston University researchers looked at the brains of 85 repeatedly concussed former athletes and soldiers, and found serious brain damage (chronic traumatic encephalopathy) in 58 of them.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":true,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:29:56.829198+00,2025-06-17 00:29:56.825171+00,Session3
435,cc7b937d-459e-416b-8fe9-05143627253d,)3) Why aren't the Non-Greek banks and other Non-Greek entities that provided loans to the Greek government and Greek government-like entities between 1998 and 2008 being prosecuted for predatory lending??...,"{""None"":false,""Economic"":true,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":true,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:30:06.290772+00,2025-06-17 00:30:06.294188+00,Session3
436,cc7b937d-459e-416b-8fe9-05143627253d,"When was the last time a union or association acknowledged publicly that their members are overpaid?For the past several years, physicians' incomes have risen less rapidly.","{""None"":false,""Economic"":true,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:30:16.515284+00,2025-06-17 00:30:16.518998+00,Session3
437,cc7b937d-459e-416b-8fe9-05143627253d,We only entered Syria and Iraq after Assad's civil war had caused the group that calls itself Islamic State to begin attacking the West (and after the war had produced a terrible refugee exodus).,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":true,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:30:38.399725+00,2025-06-17 00:30:38.401632+00,Session3
438,cc7b937d-459e-416b-8fe9-05143627253d,"In the early 1980s, after a particularly bloody terrorist attack on French and American forces in Lebanon, France's tolerance for military casualties seemed much higher than that of the United States.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":true,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:30:47.595414+00,2025-06-17 00:30:47.58897+00,Session3
439,cc7b937d-459e-416b-8fe9-05143627253d,"'So, Conservatives, if you wouldn't mind pushing Harper aside so we can pretend all this secrecy and wedge politics stuff was all solely because of him, that'd be great.'","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":true}",2025-06-17 00:30:54.455973+00,2025-06-17 00:30:54.462095+00,Session3
440,cc7b937d-459e-416b-8fe9-05143627253d,Peter MacKay used a rent-a-dog for his 'Belinda dumped me and don't I just look ever so sad and melancholy?',"{""None"":true,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:30:59.957515+00,2025-06-17 00:30:59.958256+00,Session3
441,cc7b937d-459e-416b-8fe9-05143627253d,"Manning of course is part of the political establishment, his trade is stabbing grassroots activists in the back, and thats what he's talking about here.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":true}",2025-06-17 00:31:06.512953+00,2025-06-17 00:31:06.505019+00,Session3
442,cc7b937d-459e-416b-8fe9-05143627253d,"About a third (34 per cent) oppose the move either strongly or somewhat.Attitudes in the United States, meanwhile, are starkly different.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:31:12.766363+00,2025-06-17 00:31:12.755538+00,Session3
443,cc7b937d-459e-416b-8fe9-05143627253d,Although....I do agree with the international community about the Islamic State stopping this barbarism and do something noteworthy/noble like taking back & returning OCCUPIED PALESTINE.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":true,""Cultural_Identity"":false,""Fairness_Equality"":true,""Political_Policies"":false}",2025-06-17 00:31:41.070237+00,2025-06-17 00:31:41.057152+00,Session3
444,cc7b937d-459e-416b-8fe9-05143627253d,"Snyder is a strong proponent of the bridge, but alas, his republican pals appear to have been bought off by the existing bride's owner.","{""None"":false,""Economic"":true,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":true}",2025-06-17 00:31:58.620826+00,2025-06-17 00:31:58.614885+00,Session3
445,cc7b937d-459e-416b-8fe9-05143627253d,Everything she is saying in this article is true about the general political trends up to the point where she talks about herself .,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":true}",2025-06-17 00:32:22.386797+00,2025-06-17 00:32:22.386345+00,Session3
446,cc7b937d-459e-416b-8fe9-05143627253d,"Inequality will grow exponentially, and the last tatters of the social safety net will be torn down and swept away.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":true,""Political_Policies"":false}",2025-06-17 00:32:26.320303+00,2025-06-17 00:32:26.314436+00,Session3
447,cc7b937d-459e-416b-8fe9-05143627253d,and learn the nature of the respondents to this ' Win prizes for filling out our Poll' poll that the Globe writers would have us believe represent Canadian's views on C-51.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:32:35.823027+00,2025-06-17 00:32:35.82648+00,Session3
448,cc7b937d-459e-416b-8fe9-05143627253d,"Their efforts should be, if they are true to their principles, focused on the God-forsakennightmare Canada has become under Harper.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":true}",2025-06-17 00:32:45.007083+00,2025-06-17 00:32:45.006115+00,Session3
449,cc7b937d-459e-416b-8fe9-05143627253d,"He wrote that his age was giving him a hard time, but he wasn't complaining; he said his heart and lungs were 'paying him back' for what he did to them - 'smoking with assiduity.'","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":true,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:32:52.166949+00,2025-06-17 00:32:52.161332+00,Session3
450,cc7b937d-459e-416b-8fe9-05143627253d,"Youth today have grown up in a world where a big chunk of their lives is experienced online and whatever happens online is amplified, permanent, and publically scrutinized.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":true,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:33:13.215012+00,2025-06-17 00:33:13.217058+00,Session3
451,cc7b937d-459e-416b-8fe9-05143627253d,It was designed to allow native youth to gather and tell stories about themselves and their community in a variety of different media.,"{""None"":true,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:34:54.596994+00,2025-06-17 00:34:54.594029+00,Session3
452,cc7b937d-459e-416b-8fe9-05143627253d,"I, for one, don't consider myself an atheist, or a Christian, for that matter, and these prayers have always seemed utterly out of place and even hypocritical to me, especially considering what so often takes place during the following meetings.","{""None"":true,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:35:18.661644+00,2025-06-17 00:35:18.652325+00,Session3
453,cc7b937d-459e-416b-8fe9-05143627253d,"Thus it is not surprising that both quote (or should I say, misquote) the same Koranic passages as justification for their views.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":true,""Political_Policies"":false}",2025-06-17 00:35:36.323424+00,2025-06-17 00:35:36.305848+00,Session3
454,cc7b937d-459e-416b-8fe9-05143627253d,"10 years from now, nobody outside of an undergrad who doesn't know any better is going to use this book as an historical reference.","{""None"":true,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:35:52.3481+00,2025-06-17 00:35:52.334651+00,Session3
455,cc7b937d-459e-416b-8fe9-05143627253d,So if someone had said in 1948 Canada needs more people that same person could now point to a massive population increase in a little over sixty years.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":true,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:36:11.417579+00,2025-06-17 00:36:11.408378+00,Session3
456,cc7b937d-459e-416b-8fe9-05143627253d,"At the time, statistically, it was projected that persons with disabilities would probably live 25 to 30 years post disability.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":true,""Legality_Crime"":false,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:36:42.034262+00,2025-06-17 00:36:42.027536+00,Session3
457,cc7b937d-459e-416b-8fe9-05143627253d,"If we thought his support of the birther movement was bad, wait until this election is over and assuming he loses watch what will happen to his brand.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":true}",2025-06-17 00:36:49.125753+00,2025-06-17 00:36:49.113472+00,Session3
458,cc7b937d-459e-416b-8fe9-05143627253d,If I insist on covering there will be an overwhelming negative response; probably around 80% of the population will object.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:36:54.670405+00,2025-06-17 00:36:54.657328+00,Session3
459,cc7b937d-459e-416b-8fe9-05143627253d,"Signs that say ' Idle No More ', protest rallies, blocked highways and railroads, drum beating while chanting ' this land is my land, this land is our land' or the revised version of O Canada.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":true,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:37:12.63332+00,2025-06-17 00:37:12.614861+00,Session3
460,cc7b937d-459e-416b-8fe9-05143627253d,There should be independant patient advocates employed by the province in each hospital who know the system and whom the patents or their family can turn to.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":true,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:37:22.632443+00,2025-06-17 00:37:22.612597+00,Session3
461,cc7b937d-459e-416b-8fe9-05143627253d,"Here's some better science-based journalism on ebola transmission for anyone who's interested in the West Africa outbreak: http://www.npr.org/blogs/goatsandsoda/2014/08/28/343734184/ebola-is-rapidly-mutating-as-it-spreads-across-west-africaThat 'bush meat' story is bunk, and this whole 'nothing to fear' mantra is a load of hogwash.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":true,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:37:32.189677+00,2025-06-17 00:37:32.180385+00,Session3
462,cc7b937d-459e-416b-8fe9-05143627253d,The health care ayatollahs seem to believe in evidence based medicine as long as it is not too expensive... and don't believe in a evidence based health care system.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":true,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:37:36.968088+00,2025-06-17 00:37:36.955527+00,Session3
463,cc7b937d-459e-416b-8fe9-05143627253d,"Then, his former spokesman, Alykhan Velshi forced CBSA to create fictitious evidence of terrorism against George Galloway to prevent him from entering Canada.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":true,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:37:43.959383+00,2025-06-17 00:37:43.944737+00,Session3
464,cc7b937d-459e-416b-8fe9-05143627253d,"Court rulings change the rules of the game, forcing ministers to scramble to adjust.Worse, polls consistently show - as they certainly do now - that doing a lot more for aboriginals isn't very popular with the majority of Canadians.","{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":false,""Legality_Crime"":true,""Public_Opinion"":true,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:37:53.484229+00,2025-06-17 00:37:53.470083+00,Session3
465,cc7b937d-459e-416b-8fe9-05143627253d,I understand that there are serious studies being done on the outcome of head injuries sustained by players in their career.,"{""None"":false,""Economic"":false,""Morality"":false,""Health_Safety"":true,""Legality_Crime"":false,""Public_Opinion"":false,""Security_Defense"":false,""Cultural_Identity"":false,""Fairness_Equality"":false,""Political_Policies"":false}",2025-06-17 00:38:00.45353+00,2025-06-17 00:38:00.433829+00,Session3
